"id","numero_pedido","data_vencimento","meio_pagamento","numero_parcela","percentual","quantidade_dias","tipo_documento","valor","dalt"
"7983p4","7983","12/01/2025",15,4,"25",122,"BOL","162","03/12/2024"
"7984p1","7984","12/09/2024",4,1,"100",0,"CRD","169","03/12/2024"
"7986p1","7986","12/09/2024",17,1,"100",0,"PIX","169","03/12/2024"
"7987p1","7987","16/09/2024",17,1,"100",0,"PIX","676","03/12/2024"
"7988p1","7988","18/09/2024",3,1,"100",30,"CRC","231","03/12/2024"
"7989p1","7989","13/10/2024",3,1,"100",30,"CRC","211","03/12/2024"
"7991p1","7991","13/09/2024",17,1,"100",0,"PIX","89.9","03/12/2024"
"7993p1","7993","13/10/2024",15,1,"50",30,"BOL","387.75","03/12/2024"
"7993p2","7993","13/11/2024",15,2,"50",61,"BOL","387.75","03/12/2024"
"7994p1","7994","13/10/2024",15,1,"100",30,"BOL","4699.54","03/12/2024"
"7995p1","7995","13/10/2024",3,1,"100",30,"CRC","195","03/12/2024"
"7996p1","7996","13/09/2024",17,1,"100",0,"PIX","160.55","03/12/2024"
"7997p1","7997","13/09/2024",17,1,"100",0,"PIX","338","03/12/2024"
"7998p1","7998","16/09/2024",17,1,"100",0,"PIX","455","03/12/2024"
"7999p1","7999","16/09/2024",17,1,"100",0,"PIX","455.05","03/12/2024"
"8000p1","8000","17/11/2024",3,1,"100",30,"CRC","198","03/12/2024"
"8001p1","8001","17/10/2024",4,1,"100",0,"CRD","252","03/12/2024"
"8003p1","8003","16/09/2024",17,1,"20",30,"PIX","1107.58","03/12/2024"
"8003p2","8003","15/11/2024",3,2,"20",61,"CRC","1107.58","03/12/2024"
"8003p3","8003","15/12/2024",3,3,"20",91,"CRC","1107.58","03/12/2024"
"8003p4","8003","15/01/2025",3,4,"20",122,"CRC","1107.58","03/12/2024"
"8003p5","8003","15/02/2025",3,5,"20",153,"CRC","1107.56","03/12/2024"
"8004p1","8004","16/10/2024",15,1,"33.33",30,"BOL","293.67","03/12/2024"
"8004p2","8004","16/11/2024",15,2,"33.33",61,"BOL","293.67","03/12/2024"
"8004p3","8004","16/12/2024",15,3,"33.34",91,"BOL","293.66","03/12/2024"
"8005p1","8005","16/10/2024",3,1,"100",30,"CRC","89","03/12/2024"
"8006p1","8006","16/09/2024",17,1,"7.69",30,"PIX","451.36","03/12/2024"
"8006p2","8006","16/11/2024",3,2,"7.69",61,"CRC","451.36","03/12/2024"
"8006p3","8006","16/12/2024",3,3,"7.69",91,"CRC","451.36","03/12/2024"
"8006p4","8006","16/01/2025",3,4,"7.69",122,"CRC","451.36","03/12/2024"
"8006p5","8006","16/02/2025",3,5,"7.69",153,"CRC","451.36","03/12/2024"
"8006p6","8006","16/03/2025",3,6,"7.69",181,"CRC","451.36","03/12/2024"
"8006p7","8006","16/04/2025",3,7,"7.69",212,"CRC","451.36","03/12/2024"
"8006p8","8006","16/05/2025",3,8,"7.69",242,"CRC","451.36","03/12/2024"
"8006p9","8006","16/06/2025",3,9,"7.69",273,"CRC","451.36","03/12/2024"
"8006p10","8006","16/07/2025",3,10,"7.69",303,"CRC","451.36","03/12/2024"
"8006p11","8006","16/08/2025",3,11,"7.69",334,"PIX","451.36","03/12/2024"
"8006p12","8006","16/09/2025",3,12,"7.69",365,"PIX","451.36","03/12/2024"
"8006p13","8006","16/10/2025",3,13,"7.72",395,"PIX","451.34","03/12/2024"
"8007p1","8007","16/09/2024",17,1,"100",0,"PIX","114.5","03/12/2024"
"8008p1","8008","30/09/2024",15,1,"100",30,"BOL","1437","03/12/2024"
"8009p1","8009","16/09/2024",17,1,"100",0,"PIX","405.5","03/12/2024"
"8010p1","8010","16/10/2024",3,1,"8.33",30,"CRC","500","03/12/2024"
"8010p2","8010","16/11/2024",3,2,"8.33",61,"CRC","500","03/12/2024"
"8010p3","8010","16/12/2024",3,3,"8.33",91,"CRC","500","03/12/2024"
"8010p4","8010","16/01/2025",3,4,"8.33",122,"CRC","500","03/12/2024"
"8010p5","8010","16/02/2025",3,5,"8.33",153,"CRC","500","03/12/2024"
"8010p6","8010","16/03/2025",3,6,"8.33",181,"CRC","500","03/12/2024"
"8010p7","8010","16/04/2025",3,7,"8.33",212,"CRC","500","03/12/2024"
"8010p8","8010","16/05/2025",3,8,"8.33",242,"CRC","500","03/12/2024"
"8010p9","8010","16/06/2025",3,9,"8.33",273,"CRC","500","03/12/2024"
"8010p10","8010","16/07/2025",3,10,"8.33",303,"CRC","500","03/12/2024"
"8010p11","8010","16/08/2025",3,11,"8.33",334,"CRC","500","03/12/2024"
"8010p12","8010","16/09/2025",3,12,"8.37",365,"CRC","500","03/12/2024"
"8011p1","8011","16/10/2024",3,1,"100",30,"CRC","338","03/12/2024"
"8012p1","8012","17/09/2024",17,1,"100",0,"PIX","169","03/12/2024"
"8013p1","8013","19/09/2024",17,1,"27.8428",30,"PIX","3000","03/12/2024"
"8013p2","8013","16/11/2024",3,2,"6.01",61,"CRC","647.9","03/12/2024"
"8013p3","8013","16/12/2024",3,3,"6.01",91,"CRC","647.9","03/12/2024"
"8013p4","8013","16/01/2025",3,4,"6.01",122,"CRC","647.9","03/12/2024"
"8013p5","8013","16/02/2025",3,5,"6.01",153,"CRC","647.9","03/12/2024"
"8013p6","8013","16/03/2025",3,6,"6.01",181,"CRC","647.9","03/12/2024"
"8013p7","8013","16/04/2025",3,7,"6.01",212,"CRC","647.9","03/12/2024"
"8013p8","8013","16/05/2025",3,8,"6.01",242,"CRC","647.9","03/12/2024"
"8013p9","8013","16/06/2025",3,9,"6.01",273,"CRC","647.9","03/12/2024"
"8013p10","8013","16/07/2025",3,10,"6.01",303,"CRC","647.9","03/12/2024"
"8013p11","8013","16/08/2025",3,11,"6.01",334,"CRC","647.9","03/12/2024"
"8013p12","8013","16/09/2025",3,12,"6.01",365,"CRC","647.9","03/12/2024"
"8013p13","8013","16/10/2025",3,13,"6.0472",395,"CRC","647.89","03/12/2024"
"8014p1","8014","16/09/2024",17,1,"27.7702",30,"PIX","1537.88","03/12/2024"
"8014p2","8014","16/11/2024",3,2,"18.06",61,"CRC","1000","03/12/2024"
"8014p3","8014","16/12/2024",3,3,"18.06",91,"CRC","1000","03/12/2024"
"8014p4","8014","16/01/2025",3,4,"18.06",122,"CRC","1000","03/12/2024"
"8014p5","8014","16/02/2025",3,5,"18.0498",153,"CRC","1000","03/12/2024"
"8015p1","8015","17/10/2024",15,1,"50",30,"BOL","218.5","03/12/2024"
"8015p2","8015","17/11/2024",15,2,"50",61,"BOL","218.5","03/12/2024"
"8016p1","8016","17/09/2024",17,1,"100",0,"PIX","122.55","03/12/2024"
"8017p1","8017","15/11/2024",15,1,"100",31,"BOL","264","03/12/2024"
"8018p1","8018","17/09/2024",17,1,"100",0,"PIX","5385","03/12/2024"
"8019p1","8019","17/10/2024",15,1,"100",30,"BOL","1095","03/12/2024"
"8020p1","8020","17/10/2024",15,1,"100",30,"BOL","935","03/12/2024"
"8021p1","8021","28/11/2024",15,1,"33.33",30,"BOL","359.67","03/12/2024"
"8021p2","8021","29/12/2024",15,2,"33.33",61,"BOL","359.67","03/12/2024"
"8021p3","8021","28/01/2025",15,3,"33.34",91,"BOL","359.66","03/12/2024"
"8022p1","8022","17/10/2024",15,1,"100",30,"BOL","935","03/12/2024"
"8023p1","8023","29/10/2024",17,1,"100",0,"PIX","294","03/12/2024"
"8024p1","8024","17/10/2024",15,1,"100",30,"BOL","480","03/12/2024"
"8025p1","8025","17/10/2024",15,1,"100",30,"BOL","800","03/12/2024"
"8026p1","8026","17/10/2024",15,1,"100",30,"BOL","640","03/12/2024"
"8027p1","8027","17/10/2024",15,1,"100",30,"BOL","910","03/12/2024"
"8028p1","8028","17/09/2024",17,1,"100",0,"PIX","267.5","03/12/2024"
"8029p1","8029","17/10/2024",15,1,"100",30,"BOL","640","03/12/2024"
"8030p1","8030","17/10/2024",15,1,"100",30,"BOL","640","03/12/2024"
"8031p1","8031","18/09/2024",17,1,"100",0,"PIX","110","03/12/2024"
"8032p1","8032","18/09/2024",17,1,"100",0,"PIX","368","03/12/2024"
"8034p1","8034","18/10/2024",15,1,"25",30,"BOL","368.98","03/12/2024"
"8034p2","8034","18/11/2024",15,2,"25",61,"BOL","368.98","03/12/2024"
"8034p3","8034","18/12/2024",15,3,"25",91,"BOL","368.98","03/12/2024"
"8034p4","8034","18/01/2025",15,4,"25",122,"BOL","368.97","03/12/2024"
"8035p1","8035","18/10/2024",3,1,"100",30,"CRC","5385","03/12/2024"
"8036p1","8036","18/10/2024",15,1,"100",30,"BOL","169","03/12/2024"
"8037p1","8037","18/10/2024",15,1,"100",30,"BOL","160","03/12/2024"
"8038p1","8038","18/10/2024",15,1,"100",30,"BOL","1095","03/12/2024"
"8040p1","8040","18/10/2024",3,1,"33.33",30,"CRC","127.5","03/12/2024"
"8040p2","8040","18/11/2024",3,2,"33.33",61,"CRC","127.5","03/12/2024"
"8040p3","8040","18/12/2024",3,3,"33.34",91,"CRC","127.5","03/12/2024"
"8041p1","8041","18/10/2024",15,1,"100",30,"BOL","2350","03/12/2024"
"8042p1","8042","18/10/2024",3,1,"100",30,"CRC","149.9","03/12/2024"
"8043p1","8043","19/09/2024",17,1,"100",0,"PIX","630","03/12/2024"
"8044p1","8044","19/10/2024",3,1,"20",30,"CRC","355","03/12/2024"
"8044p2","8044","19/11/2024",3,2,"20",61,"CRC","355","03/12/2024"
"8044p3","8044","19/12/2024",3,3,"20",91,"CRC","355","03/12/2024"
"8044p4","8044","19/01/2025",3,4,"20",122,"CRC","355","03/12/2024"
"8044p5","8044","19/02/2025",3,5,"20",153,"CRC","355","03/12/2024"
"8045p1","8045","19/09/2024",17,1,"100",0,"PIX","5385","03/12/2024"
"8046p1","8046","19/10/2024",3,1,"25",30,"CRC","676","03/12/2024"
"8046p2","8046","19/11/2024",3,2,"25",61,"CRC","676","03/12/2024"
"8046p3","8046","19/12/2024",3,3,"25",91,"CRC","676","03/12/2024"
"8046p4","8046","19/01/2025",3,4,"25",122,"CRC","676","03/12/2024"
"8047p1","8047","19/09/2024",17,1,"100",0,"PIX","467","03/12/2024"
"8048p1","8048","19/10/2024",15,1,"100",30,"BOL","184","03/12/2024"
"8049p1","8049","19/10/2024",3,1,"50",30,"CRC","338","03/12/2024"
"8049p2","8049","19/11/2024",3,2,"50",61,"CRC","338","03/12/2024"
"8050p1","8050","19/10/2024",15,1,"50",30,"BOL","261.25","03/12/2024"
"8050p2","8050","19/11/2024",15,2,"50",61,"BOL","261.25","03/12/2024"
"8051p1","8051","23/10/2024",3,1,"50",30,"CRC","170","03/12/2024"
"8051p2","8051","23/11/2024",3,2,"50",61,"CRC","170","03/12/2024"
"8052p1","8052","19/09/2024",17,1,"100",0,"PIX","723","03/12/2024"
"8053p1","8053","20/09/2024",17,1,"25",1,"PIX","642.5","03/12/2024"
"8053p2","8053","19/10/2024",15,2,"25",30,"BOL","642.5","03/12/2024"
"8053p3","8053","18/11/2024",15,3,"25",60,"BOL","642.5","03/12/2024"
"8053p4","8053","18/12/2024",15,4,"25",90,"BOL","642.5","03/12/2024"
"8054p1","8054","19/10/2024",3,1,"8.33",30,"CRT","500","03/12/2024"
"8054p2","8054","19/11/2024",3,2,"8.33",61,"CRT","500","03/12/2024"
"8054p3","8054","19/12/2024",3,3,"8.33",91,"CRT","500","03/12/2024"
"8054p4","8054","19/01/2025",3,4,"8.33",122,"CRT","500","03/12/2024"
"8054p5","8054","19/02/2025",3,5,"8.33",153,"CRT","500","03/12/2024"
"8054p6","8054","19/03/2025",3,6,"8.33",181,"CRT","500","03/12/2024"
"8054p7","8054","19/04/2025",3,7,"8.33",212,"CRT","500","03/12/2024"
"8054p8","8054","19/05/2025",3,8,"8.33",242,"CRT","500","03/12/2024"
"8054p9","8054","19/06/2025",3,9,"8.33",273,"CRT","500","03/12/2024"
"8054p10","8054","19/07/2025",3,10,"8.33",303,"CRT","500","03/12/2024"
"8054p11","8054","19/08/2025",3,11,"8.33",334,"CRT","500","03/12/2024"
"8054p12","8054","19/09/2025",3,12,"8.37",365,"CRT","500","03/12/2024"
"8055p1","8055","19/10/2024",3,1,"100",30,"CRT","9646","03/12/2024"
"8056p1","8056","20/10/2024",15,1,"100",30,"BOL","169","03/12/2024"
"8057p1","8057","21/09/2024",17,1,"38.9105",1,"PIX","1000","03/12/2024"
"8057p2","8057","20/10/2024",15,2,"20.36",30,"BOL","523.33","03/12/2024"
"8057p3","8057","19/11/2024",15,3,"20.36",60,"BOL","523.33","03/12/2024"
"8057p4","8057","19/12/2024",15,4,"20.3695",90,"BOL","523.34","03/12/2024"
"8058p1","8058","20/09/2024",17,1,"100",0,"PIX","142.5","03/12/2024"
"8059p1","8059","24/09/2024",17,1,"100",0,"PIX","391","03/12/2024"
"8061p1","8061","23/09/2024",17,1,"100",0,"PIX","642.2","03/12/2024"
"8062p1","8062","20/10/2024",15,1,"33.33",30,"BOL","281.67","03/12/2024"
"8062p2","8062","20/11/2024",15,2,"33.33",61,"BOL","281.67","03/12/2024"
"8062p3","8062","20/12/2024",15,3,"33.34",91,"BOL","281.66","03/12/2024"
"8063p1","8063","23/09/2024",17,1,"100",0,"PIX","575.7","03/12/2024"
"8064p1","8064","23/09/2024",17,1,"100",0,"PIX","338","03/12/2024"
"8065p1","8065","23/10/2024",3,1,"10",30,"CRT","622.31","03/12/2024"
"8065p2","8065","23/11/2024",3,2,"10",61,"CRT","622.31","03/12/2024"
"8065p3","8065","23/12/2024",3,3,"10",91,"CRT","622.31","03/12/2024"
"8065p4","8065","23/01/2025",3,4,"10",122,"CRT","622.31","03/12/2024"
"8065p5","8065","23/02/2025",3,5,"10",153,"CRT","622.31","03/12/2024"
"8065p6","8065","23/03/2025",3,6,"10",181,"CRT","622.31","03/12/2024"
"8065p7","8065","23/04/2025",3,7,"10",212,"CRT","622.31","03/12/2024"
"8065p8","8065","23/05/2025",3,8,"10",242,"CRT","622.31","03/12/2024"
"8065p9","8065","23/06/2025",3,9,"10",273,"CRT","622.31","03/12/2024"
"8065p10","8065","23/07/2025",3,10,"10",303,"CRT","622.31","03/12/2024"
"8066p1","8066","23/10/2024",15,1,"100",30,"BOL","2190","03/12/2024"
"8067p1","8067","23/09/2024",17,1,"100",0,"PIX","4200","03/12/2024"
"8068p1","8068","23/09/2024",17,1,"100",0,"PIX","228","03/12/2024"
"8069p1","8069","23/10/2024",15,1,"100",30,"BOL","2190","03/12/2024"
"8070p1","8070","23/10/2024",15,1,"100",30,"BOL","1575","03/12/2024"
"8071p1","8071","01/10/2024",17,1,"100",0,"PIX","277","03/12/2024"
"8072p1","8072","23/10/2024",15,1,"100",30,"BOL","1845","03/12/2024"
"8073p1","8073","23/10/2024",15,1,"100",30,"BOL","320","03/12/2024"
"8074p1","8074","23/10/2024",15,1,"100",30,"BOL","935","03/12/2024"
"8075p1","8075","23/10/2024",15,1,"50",30,"BOL","167.6","03/12/2024"
"8075p2","8075","23/11/2024",15,2,"50",61,"BOL","167.6","03/12/2024"
"8076p1","8076","23/09/2024",17,1,"100",0,"PIX","8000","03/12/2024"
"8077p1","8077","24/10/2024",3,1,"50",30,"CRC","240","03/12/2024"
"8077p2","8077","24/11/2024",3,2,"50",61,"CRC","240","03/12/2024"
"8078p1","8078","23/10/2024",15,1,"33.33",30,"BOL","432","03/12/2024"
"8078p2","8078","23/11/2024",15,2,"33.33",61,"BOL","432","03/12/2024"
"8078p3","8078","23/12/2024",15,3,"33.34",91,"BOL","432","03/12/2024"
"8080p1","8080","23/10/2024",15,1,"50",30,"BOL","528.5","03/12/2024"
"8080p2","8080","23/11/2024",15,2,"50",61,"BOL","528.5","03/12/2024"
"8081p1","8081","23/09/2024",17,1,"100",0,"PIX","321.1","03/12/2024"
"8082p1","8082","23/10/2024",15,1,"100",30,"BOL","1895","03/12/2024"
"8083p1","8083","23/10/2024",15,1,"100",30,"BOL","960","03/12/2024"
"8085p1","8085","23/09/2024",4,1,"20",30,"CRD","1107.58","03/12/2024"
"8085p2","8085","23/11/2024",3,2,"20",61,"CRC","1107.58","03/12/2024"
"8085p3","8085","23/12/2024",3,3,"20",91,"CRC","1107.58","03/12/2024"
"8085p4","8085","23/01/2025",3,4,"20",122,"CRC","1107.58","03/12/2024"
"8085p5","8085","23/02/2025",3,5,"20",153,"CRC","1107.56","03/12/2024"
"8086p1","8086","23/09/2024",17,1,"18.0575",30,"PIX","1000","03/12/2024"
"8086p2","8086","23/11/2024",3,2,"20.49",61,"CRC","1134.47","03/12/2024"
"8086p3","8086","23/12/2024",3,3,"20.49",91,"CRC","1134.47","03/12/2024"
"8086p4","8086","23/01/2025",3,4,"20.49",122,"CRC","1134.47","03/12/2024"
"8086p5","8086","23/02/2025",3,5,"20.4725",153,"CRC","1134.47","03/12/2024"
"8087p1","8087","23/10/2024",15,1,"100",30,"BOL","320","03/12/2024"
"8088p1","8088","23/09/2024",17,1,"100",0,"PIX","5385","03/12/2024"
"8089p1","8089","24/09/2024",15,1,"100",0,"BOL","196","03/12/2024"
"8090p1","8090","24/09/2024",17,1,"100",0,"PIX","175.55","03/12/2024"
"8091p1","8091","30/10/2024",15,1,"25",30,"BOL","128.25","03/12/2024"
"8091p2","8091","30/11/2024",15,2,"25",61,"BOL","128.25","03/12/2024"
"8091p3","8091","30/12/2024",15,3,"25",91,"BOL","128.25","03/12/2024"
"8091p4","8091","30/01/2025",15,4,"25",122,"BOL","128.25","03/12/2024"
"8092p1","8092","24/10/2024",3,1,"100",30,"CRC","218","03/12/2024"
"8093p1","8093","24/10/2024",15,1,"100",30,"BOL","935","03/12/2024"
"8094p1","8094","24/10/2024",15,1,"100",30,"BOL","1735","03/12/2024"
"8096p1","8096","25/10/2024",17,1,"20",30,"PIX","1107.58","03/12/2024"
"8096p2","8096","25/11/2024",3,2,"20",61,"CRC","1107.58","03/12/2024"
"8096p3","8096","25/12/2024",3,3,"20",91,"CRC","1107.58","03/12/2024"
"8096p4","8096","25/01/2025",3,4,"20",122,"CRC","1107.58","03/12/2024"
"8096p5","8096","25/02/2025",3,5,"20",153,"CRC","1107.56","03/12/2024"
"8097p1","8097","25/09/2024",17,1,"49.4037",30,"PIX","2692.5","03/12/2024"
"8097p2","8097","25/10/2024",3,2,"25.3",61,"CRC","1378.75","03/12/2024"
"8097p3","8097","25/11/2024",3,3,"25.2963",91,"CRC","1378.75","03/12/2024"
"8098p1","8098","25/10/2024",15,1,"25",30,"BOL","307.65","03/12/2024"
"8098p2","8098","25/11/2024",15,2,"25",61,"BOL","307.65","03/12/2024"
"8098p3","8098","25/12/2024",15,3,"25",91,"BOL","307.65","03/12/2024"
"8098p4","8098","25/01/2025",15,4,"25",122,"BOL","307.65","03/12/2024"
"8099p1","8099","25/10/2024",3,1,"8.33",30,"CRT","512.77","03/12/2024"
"8099p2","8099","25/11/2024",3,2,"8.33",61,"CRT","512.77","03/12/2024"
"8099p3","8099","25/12/2024",3,3,"8.33",91,"CRT","512.77","03/12/2024"
"8099p4","8099","25/01/2025",3,4,"8.33",122,"CRT","512.77","03/12/2024"
"8099p5","8099","25/02/2025",3,5,"8.33",153,"CRT","512.77","03/12/2024"
"8099p6","8099","25/03/2025",3,6,"8.33",181,"CRT","512.77","03/12/2024"
"8099p7","8099","25/04/2025",3,7,"8.33",212,"CRT","512.77","03/12/2024"
"8099p8","8099","25/05/2025",3,8,"8.33",242,"CRT","512.77","03/12/2024"
"8099p9","8099","25/06/2025",3,9,"8.33",273,"CRT","512.77","03/12/2024"
"8099p10","8099","25/07/2025",3,10,"8.33",303,"CRT","512.77","03/12/2024"
"8099p11","8099","25/08/2025",3,11,"8.33",334,"CRT","512.77","03/12/2024"
"8099p12","8099","25/09/2025",3,12,"8.37",365,"CRT","512.73","03/12/2024"
"8100p1","8100","25/10/2024",15,1,"50",30,"BOL","380.5","03/12/2024"
"8100p2","8100","25/11/2024",15,2,"50",61,"BOL","380.5","03/12/2024"
"8101p1","8101","27/09/2024",17,1,"100",0,"PIX","1564.4","03/12/2024"
"8102p1","8102","26/09/2024",3,1,"100",0,"CRC","210","03/12/2024"
"8104p1","8104","26/10/2024",3,1,"25",30,"CRC","507.85","03/12/2024"
"8104p2","8104","26/11/2024",3,2,"25",61,"CRC","507.85","03/12/2024"
"8104p3","8104","26/12/2024",3,3,"25",91,"CRC","507.85","03/12/2024"
"8104p4","8104","26/01/2025",3,4,"25",122,"CRC","507.85","03/12/2024"
"8105p1","8105","26/10/2024",15,1,"100",30,"BOL","640","03/12/2024"
"8106p1","8106","26/10/2024",3,1,"33.33",30,"CRC","248.27","03/12/2024"
"8106p2","8106","26/11/2024",3,2,"33.33",61,"CRC","248.27","03/12/2024"
"8106p3","8106","26/12/2024",3,3,"33.34",91,"CRC","248.26","03/12/2024"
"8107p1","8107","26/09/2024",17,1,"100",0,"PIX","321.1","03/12/2024"
"8108p1","8108","26/10/2024",15,1,"33.33",30,"BOL","178.67","03/12/2024"
"8108p2","8108","26/11/2024",15,2,"33.33",61,"BOL","178.67","03/12/2024"
"8108p3","8108","26/12/2024",15,3,"33.34",91,"BOL","178.66","03/12/2024"
"8109p1","8109","26/10/2024",3,1,"25",30,"CRT","225","03/12/2024"
"8109p2","8109","26/11/2024",3,2,"25",61,"CRT","225","03/12/2024"
"8109p3","8109","26/12/2024",3,3,"25",91,"CRT","225","03/12/2024"
"8109p4","8109","26/01/2025",3,4,"25",122,"CRT","225","03/12/2024"
"8110p1","8110","26/10/2024",3,1,"100",30,"CRC","79","03/12/2024"
"8111p1","8111","26/09/2024",17,1,"100",0,"PIX","488.85","03/12/2024"
"8112p1","8112","27/09/2024",17,1,"67.8599",30,"PIX","3758","03/12/2024"
"8112p2","8112","26/11/2024",3,2,"10.71",61,"CRT","593.29","03/12/2024"
"8112p3","8112","26/12/2024",3,3,"10.71",91,"CRT","593.29","03/12/2024"
"8112p4","8112","26/01/2025",3,4,"10.7201",122,"CRT","593.3","03/12/2024"
"8114p1","8114","27/10/2024",3,1,"5.56",30,"CRC","375.19","03/12/2024"
"8114p2","8114","27/11/2024",3,2,"5.56",61,"CRC","375.19","03/12/2024"
"8114p3","8114","27/12/2024",3,3,"5.56",91,"CRC","375.19","03/12/2024"
"8114p4","8114","27/01/2025",3,4,"5.56",122,"CRC","375.19","03/12/2024"
"8114p5","8114","27/02/2025",3,5,"5.56",153,"CRC","375.19","03/12/2024"
"8114p6","8114","27/03/2025",3,6,"5.56",181,"CRC","375.19","03/12/2024"
"8114p7","8114","27/04/2025",3,7,"5.56",212,"CRC","375.19","03/12/2024"
"8114p8","8114","27/05/2025",3,8,"5.56",242,"CRC","375.19","03/12/2024"
"8114p9","8114","27/06/2025",3,9,"5.56",273,"CRC","375.19","03/12/2024"
"8114p10","8114","27/07/2025",3,10,"5.56",303,"CRC","375.19","03/12/2024"
"8114p11","8114","27/08/2025",3,11,"5.56",334,"CRC","375.19","03/12/2024"
"8114p12","8114","27/09/2025",3,12,"5.56",365,"CRC","375.19","03/12/2024"
"8114p13","8114","27/10/2025",3,13,"5.56",395,"CRC","375.19","03/12/2024"
"8114p14","8114","27/11/2025",3,14,"5.56",426,"CRC","375.19","03/12/2024"
"8114p15","8114","27/12/2025",3,15,"5.56",456,"CRC","375.19","03/12/2024"
"8114p16","8114","27/01/2026",3,16,"5.56",487,"CRC","375.19","03/12/2024"
"8114p17","8114","27/02/2026",3,17,"5.56",518,"CRC","375.19","03/12/2024"
"8114p18","8114","27/03/2026",3,18,"5.48",546,"CRC","375.19","03/12/2024"
"8115p1","8115","27/09/2024",17,1,"27.7042",30,"PIX","1500","03/12/2024"
"8115p2","8115","27/11/2024",5,2,"72.2958",61,"FIN","3914.35","03/12/2024"
"8116p1","8116","02/10/2024",17,1,"100",0,"PIX","430","03/12/2024"
"8118p1","8118","27/10/2024",15,1,"100",30,"BOL","1550","03/12/2024"
"8119p1","8119","27/10/2024",15,1,"100",30,"BOL","935","03/12/2024"
"8121p1","8121","30/09/2024",17,1,"100",0,"PIX","175.55","03/12/2024"
"8122p1","8122","30/10/2024",17,1,"100",30,"PIX","189","03/12/2024"
"8123p1","8123","30/09/2024",17,1,"100",0,"PIX","1709","03/12/2024"
"8124p1","8124","30/10/2024",3,1,"50",30,"CRC","199.5","03/12/2024"
"8124p2","8124","30/11/2024",3,2,"50",61,"CRC","199.5","03/12/2024"
"8125p1","8125","30/10/2024",3,1,"50",30,"CRC","199.5","03/12/2024"
"8125p2","8125","30/11/2024",3,2,"50",61,"CRC","199.5","03/12/2024"
"8126p1","8126","30/10/2024",15,1,"50",30,"BOL","196.24","03/12/2024"
"8126p2","8126","30/11/2024",15,2,"50",61,"BOL","196.23","03/12/2024"
"8127p1","8127","30/10/2024",3,1,"50",30,"CRC","169","03/12/2024"
"8127p2","8127","30/11/2024",3,2,"50",61,"CRC","169","03/12/2024"
"8128p1","8128","30/10/2024",3,1,"100",30,"CRC","199","03/12/2024"
"8129p1","8129","30/10/2024",3,1,"50",30,"CRC","169","03/12/2024"
"8129p2","8129","30/11/2024",3,2,"50",61,"CRC","169","03/12/2024"
"8130p1","8130","01/10/2024",17,1,"100",0,"PIX","160.55","03/12/2024"
"8131p1","8131","01/10/2024",17,1,"100",0,"PIX","147","03/12/2024"
"8132p1","8132","01/10/2024",17,1,"100",0,"PIX","321.1","03/12/2024"
"8133p1","8133","01/11/2024",15,1,"100",31,"BOL","775","03/12/2024"
"8134p1","8134","01/11/2024",3,1,"50",31,"CRC","169","03/12/2024"
"8134p2","8134","01/12/2024",3,2,"50",61,"CRC","169","03/12/2024"
"8135p1","8135","02/10/2024",17,1,"100",0,"PIX","722.95","03/12/2024"
"8136p1","8136","02/10/2024",4,1,"100",0,"CRD","159.6","03/12/2024"
"8137p1","8137","02/10/2024",17,1,"100",0,"PIX","267.9","03/12/2024"
"8139p1","8139","02/11/2024",3,1,"100",31,"CRC","169","03/12/2024"
"8140p1","8140","02/11/2024",15,1,"100",31,"BOL","195","03/12/2024"
"8141p1","8141","02/11/2024",3,1,"50",31,"CRC","162","03/12/2024"
"8141p2","8141","02/12/2024",3,2,"50",61,"CRC","162","03/12/2024"
"8142p1","8142","02/11/2024",3,1,"100",31,"CRC","318","03/12/2024"
"8143p1","8143","02/11/2024",3,1,"100",31,"CRC","5385","03/12/2024"
"8144p1","8144","02/10/2024",1,1,"100",0,"DIN","259","03/12/2024"
"8145p1","8145","02/10/2024",15,1,"100",0,"BOL","351","03/12/2024"
"8146p1","8146","02/10/2024",17,1,"100",0,"PIX","511.65","03/12/2024"
"8147p1","8147","02/11/2024",3,1,"50",31,"CRC","169","03/12/2024"
"8147p2","8147","02/12/2024",3,2,"50",61,"CRC","169","03/12/2024"
"8148p1","8148","02/11/2024",3,1,"50",31,"CRC","169","03/12/2024"
"8148p2","8148","02/12/2024",3,2,"50",61,"CRC","169","03/12/2024"
"8149p1","8149","03/11/2024",3,1,"50",31,"CRC","176.4","03/12/2024"
"8149p2","8149","03/12/2024",3,2,"50",61,"CRC","176.4","03/12/2024"
"8150p1","8150","08/11/2024",3,1,"25",31,"CRC","107.74","03/12/2024"
"8150p2","8150","08/12/2024",3,2,"25",61,"CRC","107.74","03/12/2024"
"8150p3","8150","08/01/2025",3,3,"25",92,"CRC","107.74","03/12/2024"
"8150p4","8150","08/02/2025",3,4,"25",123,"CRC","107.73","03/12/2024"
"8151p1","8151","03/11/2024",3,1,"50",31,"CRC","162","03/12/2024"
"8151p2","8151","03/12/2024",3,2,"50",61,"CRC","162","03/12/2024"
"8152p1","8152","03/11/2024",15,1,"33.33",31,"BOL","281.67","03/12/2024"
"8152p2","8152","03/12/2024",15,2,"33.33",61,"BOL","281.67","03/12/2024"
"8152p3","8152","03/01/2025",15,3,"33.34",92,"BOL","281.66","03/12/2024"
