"codigo_item","numero_pedido","codigo_produto","cfop","ncm","percentual_desconto","quantidade","reservado","valor_deducao","valor_desconto","valor_mercadoria","valor_total","valor_unitario","dalt"
"8462675558","8030","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8462748455","8031","8432532290","5.102","9021.10.10","0",1,"N","0","0","110","110","110","03/12/2024"
"8462823662","8032","8461038460","5.102","3001.90.90","0",2,"N","0","0","338","368","169","03/12/2024"
"8462988482","8034","8425327213","5.102","3006.10.90","0",9,"N","0","0","1475.91","1475.91","163.99","03/12/2024"
"8462999098","8035","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8463155308","8036","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8463174039","8037","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8463178520","8038","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8463178695","8038","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8463178906","8038","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8463179040","8038","8431592146","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8463187591","8040","8432527640","5.102","9021.10.10","15",3,"N","0","67.5","450","382.5","150","03/12/2024"
"8463188238","8041","8425327211","6.108","3006.10.90","0",4,"N","0","0","640","640","160","03/12/2024"
"8463188328","8041","8425327198","6.108","3004.90.99","0",2,"N","0","0","910","910","455","03/12/2024"
"8463188401","8041","8431592146","6.108","3004.90.99","0",3,"N","0","0","480","480","160","03/12/2024"
"8463192875","8041","8425327191","6.108","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8463196776","8042","8431672770","5.102","9018.20.90","0",1,"N","0","0","149.9","149.9","149.9","03/12/2024"
"8463707866","8043","8453151226","5.102","9018.49.19","9",1,"N","0","59.4","660","630","660","03/12/2024"
"8463712637","8044","8425327198","5.102","3004.90.99","0",3,"N","0","0","1437","1437","479","03/12/2024"
"8463712805","8044","8425327211","5.102","3006.10.90","0",2,"N","0","0","338","338","169","03/12/2024"
"8463716113","8045","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8463718702","8046","8425327191","5.102","3004.90.99","0",20,"N","0","0","2704","2704","135.2","03/12/2024"
"8463721963","8047","8441784513","5.102","3006.10.90","5",2,"N","0","23","460","437","230","03/12/2024"
"8463736881","8047","8431652419","5.102","9018.39.29","0",1,"N","0","0","30","30","30","03/12/2024"
"8463809542","8048","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","184","169","03/12/2024"
"8463812350","8049","8425327211","5.102","3006.10.90","0",2,"N","0","0","338","338","169","03/12/2024"
"8463813095","8049","8431592137","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8463813293","8049","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8463842541","8050","8432526164","5.102","9021.10.10","5",5,"N","0","27.5","550","522.5","110","03/12/2024"
"8464007748","8051","8441779861","5.102","3006.10.90","0",1,"N","0","0","215","215","215","03/12/2024"
"8464009526","8051","8431553173","5.102","3006.10.90","0",1,"N","0","0","125","125","125","03/12/2024"
"8464009842","8052","8432532290","5.102","9021.10.10","10",7,"N","0","77","770","723","110","03/12/2024"
"8464160557","8053","8425327211","5.102","3006.10.90","0",15,"N","0","0","2535","2570","169","03/12/2024"
"8464220493","8054","8425297430","5.102","9018.20.90","0",1,"N","0","0","6000","6000","6000","03/12/2024"
"8464264008","8055","8431663438","5.102","9018.20.90","0",1,"N","0","0","9646","9646","9646","03/12/2024"
"8464711548","8056","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8464719236","8057","8425327211","5.102","3006.10.90","0",15,"N","0","0","2535","2570","169","03/12/2024"
"8464831268","8058","8432527640","5.102","9021.10.10","5",1,"N","0","7.5","150","142.5","150","03/12/2024"
"8464842032","8059","8440220755","5.102","9018.39.99","0",1,"N","0","0","195","203.32","195","03/12/2024"
"8464842661","8059","8442265450","5.102","9018.39.29","0",1,"N","0","0","180","187.68","180","03/12/2024"
"8464920187","8061","8425327191","5.102","3004.90.99","5",4,"N","0","33.8","676","642.2","169","03/12/2024"
"8465013186","8062","8425327211","5.102","3006.10.90","0",5,"N","0","0","845","845","169","03/12/2024"
"8465054012","8063","8425327211","5.102","3006.10.90","5",2,"N","0","16.9","338","321.1","169","03/12/2024"
"8465054096","8063","8431592121","5.102","3006.10.90","5",1,"N","0","13.4","268","254.6","268","03/12/2024"
"8465392484","8064","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8465392892","8064","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8465394342","8065","8425297430","5.102","9018.20.90","0",1,"N","0","0","6153.2","6153.2","6153.2","03/12/2024"
"8465398199","8065","8425297440","5.102","9004.90.20","0",1,"N","0","0","69.9","69.9","69.9","03/12/2024"
"8465424035","8066","8425327211","5.102","3006.10.90","0",4,"N","0","0","640","640","160","03/12/2024"
"8465424314","8066","8425327198","5.102","3004.90.99","0",2,"N","0","0","910","910","455","03/12/2024"
"8465424824","8066","8425327191","5.102","3004.90.99","0",4,"N","0","0","640","640","160","03/12/2024"
"8465442942","8067","8431666076","6.108","9018.49.99","0",1,"N","0","0","4200","4200","4200","03/12/2024"
"8465445896","8068","8431672770","5.102","9018.20.90","0",1,"N","0","0","174","174","174","03/12/2024"
"8465446430","8068","8431652419","5.102","9018.39.29","0",1,"N","0","0","54","54","54","03/12/2024"
"8465449877","8069","8425327211","5.102","3006.10.90","0",4,"N","0","0","640","640","160","03/12/2024"
"8465450018","8069","8425327198","5.102","3004.90.99","0",2,"N","0","0","910","910","455","03/12/2024"
"8465450558","8069","8431592146","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8465450960","8069","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8465456870","8070","8425327211","5.102","3006.10.90","0",3,"N","0","0","480","480","160","03/12/2024"
"8465457073","8070","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8465462965","8070","8425327191","5.102","3004.90.99","0",4,"N","0","0","640","640","160","03/12/2024"
"8465464390","8071","8431592121","5.102","3006.10.90","5",1,"N","0","13.4","268","277","268","03/12/2024"
"8465466098","8072","8425327211","5.102","3006.10.90","0",3,"N","0","0","480","480","160","03/12/2024"
"8465466301","8072","8425327198","5.102","3004.90.99","0",3,"N","0","0","1365","1365","455","03/12/2024"
"8465469159","8073","8425327211","5.102","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8465469405","8073","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8465473660","8074","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8465474482","8074","8425327191","5.102","3004.90.99","0",3,"N","0","0","480","480","160","03/12/2024"
"8465482833","8075","8431628815","5.102","3004.90.99","20",1,"N","0","83.8","419","335.2","419","03/12/2024"
"8465502610","8076","8431652402","5.102","9018.20.90","0",1,"N","0","0","8000","8000","8000","03/12/2024"
"8465517073","8077","8431790039","5.102","9021.10.10","50",20,"N","0","480","960","480","48","03/12/2024"
"8465631112","8078","8425327198","5.102","3004.90.99","0",2,"N","0","0","958","958","479","03/12/2024"
"8465631545","8078","8425327211","5.102","3006.10.90","0",2,"N","0","0","338","338","169","03/12/2024"
"8465650524","8080","8425327198","5.102","3004.90.99","0",2,"N","0","0","958","958","479","03/12/2024"
"8465723276","8080","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","99","99","03/12/2024"
"8465659465","8081","8425327211","5.102","3006.10.90","5",2,"N","0","16.9","338","321.1","169","03/12/2024"
"8465714352","8082","8425327211","5.102","3006.10.90","0",5,"N","0","0","800","800","160","03/12/2024"
"8465714556","8082","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8465714842","8082","8425327191","5.102","3004.90.99","0",4,"N","0","0","640","640","160","03/12/2024"
"8465728501","8083","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8465728805","8083","8431592146","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8465729565","8083","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8465750854","8085","8425297430","5.102","9018.20.90","0",1,"N","0","0","5537.88","5537.88","5537.88","03/12/2024"
"8465812442","8086","8425297430","5.102","9018.20.90","0",1,"N","0","0","5537.88","5537.88","5537.88","03/12/2024"
"8465816323","8087","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8465821203","8088","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8465939450","8089","8431498683","5.102","2934.30.90","0",1,"N","0","0","176","196","176","03/12/2024"
"8466026502","8090","8425327211","5.102","3006.10.90","5",1,"N","0","8.45","169","175.55","169","03/12/2024"
"8466064715","8091","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8466064877","8091","8430426215","5.102","5603.12.40","0",1,"N","0","0","34","34","34","03/12/2024"
"8466424245","8092","8431630591","5.102","3006.10.90","0",2,"N","0","0","198","218","99","03/12/2024"
"8466488444","8093","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8466488995","8093","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8466490203","8093","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8466512927","8094","8425327211","5.102","3006.10.90","0",4,"N","0","0","640","640","160","03/12/2024"
"8466513588","8094","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8466513926","8094","8425327191","5.102","3004.90.99","0",4,"N","0","0","640","640","160","03/12/2024"
"8467821581","8096","8425297430","5.102","9018.20.90","0",1,"N","0","0","5537.88","5537.88","5537.88","03/12/2024"
"8467828474","8097","8425297430","6.108","9018.20.90","0",1,"N","0","0","5450","5450","5450","03/12/2024"
"8467855409","8098","8461038488","6.108","3001.90.90","0",5,"N","0","0","1050","1050","210","03/12/2024"
"8467855873","8098","8431323177","6.108","3006.10.90","30",2,"N","0","77.4","258","180.6","129","03/12/2024"
"8467871172","8099","8425297430","6.108","9018.20.90","0",1,"N","0","0","6153.2","6153.2","6153.2","03/12/2024"
"8468394422","8100","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8468704852","8100","8431592121","5.102","3006.10.90","0",1,"N","0","0","282","282","282","03/12/2024"
"8468652469","8101","8425327198","5.102","3004.90.99","30",2,"N","0","287.4","958","670.6","479","03/12/2024"
"8468652594","8101","8431592121","5.102","3006.10.90","30",2,"N","0","169.2","564","394.8","282","03/12/2024"
"8468652893","8101","8439650373","5.102","9018.49.19","0",1,"N","0","0","499","499","499","03/12/2024"
"8468656488","8102","8431553236","5.102","3006.10.90","0",1,"N","0","0","195","210","195","03/12/2024"
"8468709443","8104","8425327198","5.102","3004.90.99","30",5,"N","0","718.5","2395","1676.5","479","03/12/2024"
"8468709770","8104","8425327211","5.102","3006.10.90","30",3,"N","0","152.1","507","354.9","169","03/12/2024"
"8468868568","8105","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8468871811","8105","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8469045972","8106","8425327211","5.102","3006.10.90","30",1,"N","0","50.7","169","124.13","169","03/12/2024"
"8469046013","8106","8425327191","5.102","3004.90.99","30",5,"N","0","253.5","845","620.67","169","03/12/2024"
"8469110566","8107","8425327211","5.102","3006.10.90","5",2,"N","0","16.9","338","321.1","169","03/12/2024"
"8469117358","8108","8431630591","5.102","3006.10.90","0",2,"N","0","0","198","198","99","03/12/2024"
"8469117760","8108","8425327191","5.102","3004.90.99","0",2,"N","0","0","338","338","169","03/12/2024"
"8469274292","8109","8431323177","5.102","3006.10.90","0",10,"N","0","0","900","900","90","03/12/2024"
"8469534584","8110","8425297440","5.102","9004.90.20","0",1,"N","0","0","79","79","79","03/12/2024"
"8469611640","8111","8440220755","5.102","9018.39.99","3.2974358974",1,"N","0","6.43","195","200.9","195","03/12/2024"
"8469623447","8111","8442265450","5.102","9018.39.29","3.3",1,"N","0","5.94","180","185.44","180","03/12/2024"
"8469625751","8111","8440242093","5.102","9018.39.99","3.2964824121",1,"N","0","3.28","99.5","102.51","99.5","03/12/2024"
"8469712016","8112","8425297430","5.102","9018.20.90","0",1,"N","0","0","5537.88","5537.88","5537.88","03/12/2024"
"8471427447","8114","8425297430","5.102","9018.20.90","0",1,"N","0","0","6753.42","6753.42","6753.42","03/12/2024"
"8471603671","8115","8425297430","5.102","9018.20.90","0",1,"N","0","0","5414.35","5414.35","5414.35","03/12/2024"
"8471670774","8116","8425327198","5.102","3004.90.99","0",1,"N","0","0","430","430","430","03/12/2024"
"8471782456","8118","8425327211","6.108","3006.10.90","0",3,"N","0","0","480","480","160","03/12/2024"
"8471783435","8118","8425327198","6.108","3004.90.99","0",2,"N","0","0","910","910","455","03/12/2024"
"8471783573","8118","8425327191","6.108","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8471789042","8119","8425327211","6.108","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8471789345","8119","8425327198","6.108","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8471789422","8119","8425327191","6.108","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8472400152","8121","8431592146","5.102","3004.90.99","5",1,"N","0","8.45","169","175.55","169","03/12/2024"
"8472403141","8122","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","189","169","03/12/2024"
"8472414200","8123","8453153213","5.102","9018.41.00","0",1,"N","0","0","1709","1709","1709","03/12/2024"
"8472447018","8124","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","99","99","03/12/2024"
"8472447162","8124","8431628815","5.102","3004.90.99","28.4009546539",1,"N","0","119","419","300","419","03/12/2024"
"8472449364","8125","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","99","99","03/12/2024"
"8472449897","8125","8431628815","5.102","3004.90.99","28.4009546539",1,"N","0","119","419","300","419","03/12/2024"
"8472466470","8126","8431663452","6.108","3306.90.00","0",2,"N","0","0","320","392.47","160","03/12/2024"
"8472525822","8127","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8472526157","8127","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8472716197","8128","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","199","169","03/12/2024"
"8472881870","8129","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8472881998","8129","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8473222431","8130","8431592146","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8473522744","8131","8431790039","5.102","9021.10.10","30",5,"N","0","63","210","147","42","03/12/2024"
"8473790374","8132","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8473844870","8132","8425327211","5.102","3006.10.90","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8473997642","8133","8425327211","5.102","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8473999719","8133","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8474006491","8133","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8474025356","8134","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8474025709","8134","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8474237167","8135","8425327198","5.102","3004.90.99","5",1,"N","0","23.95","479","455.05","479","03/12/2024"
"8474237340","8135","8431323167","5.102","3006.10.90","5",1,"N","0","14.1","282","267.9","282","03/12/2024"
"8474313607","8136","8431790039","5.102","9021.10.10","0",5,"N","0","0","159.6","159.6","31.92","03/12/2024"
"8474320090","8137","8431592121","5.102","3006.10.90","5",1,"N","0","14.1","282","267.9","282","03/12/2024"
"8474341963","8139","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8474349842","8140","8440220755","5.102","9018.39.99","0",1,"N","0","0","195","195","195","03/12/2024"
"8474394278","8141","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","186.24","169","03/12/2024"
"8474395584","8141","8431553243","5.102","3006.10.90","0",1,"N","0","0","125","137.76","125","03/12/2024"
"8474403341","8142","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","180.34","169","03/12/2024"
"8474403473","8142","8450270063","5.102","3006.10.90","0",1,"N","0","0","129","137.66","129","03/12/2024"
"8474575886","8143","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8474680509","8144","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","99","99","03/12/2024"
"8474681199","8144","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8474719972","8145","8440220755","5.102","9018.39.99","0",1,"N","0","0","195","195","195","03/12/2024"
"8474809431","8145","8447871771","5.102","9018.49.19","0",1,"N","0","0","156","156","156","03/12/2024"
"8474762199","8146","8425327191","5.102","3004.90.99","5",3,"N","0","25.35","507","511.65","169","03/12/2024"
"8474781777","8147","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8474782347","8147","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8474787985","8148","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8474788930","8148","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8474800426","8149","8431790039","5.102","9021.10.10","30",12,"N","0","151.2","504","352.8","42","03/12/2024"
"8475091562","8150","8425327211","5.102","3006.10.90","15",1,"N","0","25.35","169","143.65","169","03/12/2024"
"8475091749","8150","8425327191","5.102","3004.90.99","15",2,"N","0","50.7","338","287.3","169","03/12/2024"
"8475106872","8151","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","186.24","169","03/12/2024"
"8475106873","8151","8431553173","5.102","3006.10.90","0",1,"N","0","0","125","137.76","125","03/12/2024"
"8475109348","8152","8425327191","5.102","3004.90.99","0",5,"N","0","0","845","845","169","03/12/2024"
"8475131436","8153","8425327211","5.102","3006.10.90","0",2,"N","0","0","338","338","169","03/12/2024"
"8475180860","8154","8425327211","5.102","3006.10.90","0",4,"N","0","0","676","676","169","03/12/2024"
"8475181070","8154","8425327198","5.102","3004.90.99","0",2,"N","0","0","958","958","479","03/12/2024"
"8475181340","8154","8425327191","5.102","3004.90.99","0",4,"N","0","0","676","676","169","03/12/2024"
"8475181808","8154","8431553135","5.102","3006.10.90","0",1,"N","0","0","125","125","125","03/12/2024"
"8475297547","8155","8425327191","5.102","3004.90.99","0",4,"N","0","0","476","476","119","03/12/2024"
"8475297765","8155","8431592146","5.102","3004.90.99","0",1,"N","0","0","119","119","119","03/12/2024"
"8475366677","8157","8431663452","5.102","3306.90.00","0",1,"N","0","0","160","160","160","03/12/2024"
"8475370796","8158","8431553173","6.108","3006.10.90","0",5,"N","0","0","625","625","125","03/12/2024"
"8475412261","8159","8461038469","5.102","3001.90.90","0",1,"N","0","0","170","170","170","03/12/2024"
"8482771702","8159","8431790039","5.102","9021.10.10","20",4,"N","0","33.6","168","134.4","42","03/12/2024"
"8475457120","8160","8431652419","5.102","9018.39.29","0",1,"N","0","0","54","70","54","03/12/2024"
"8475509391","8161","8431323167","5.102","3006.10.90","0",1,"N","0","0","282","282","282","03/12/2024"
"8475546382","8162","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","114","99","03/12/2024"
"8475564552","8163","8461038469","5.102","3001.90.90","0",3,"N","0","0","510","510","170","03/12/2024"
"8475564606","8163","8461038465","5.102","3001.90.90","0",2,"N","0","0","340","340","170","03/12/2024"
"8476000076","8164","8431498677","5.102","9018.20.90","0",1,"N","0","0","4529","4529","4529","03/12/2024"
"8476007705","8165","8425327198","5.102","3004.90.99","0",2,"N","0","0","862","862","431","03/12/2024"
"8476231854","8166","8425327198","5.102","3004.90.99","0",2,"N","0","0","958","958","479","03/12/2024"
"8476232468","8166","8425327211","5.102","3006.10.90","0",2,"N","0","0","338","338","169","03/12/2024"
"8476277340","8167","8461038469","5.102","3001.90.90","0",1,"N","0","0","170","170","170","03/12/2024"
"8476292611","8168","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8476292968","8168","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8476727532","8169","8431592146","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8476727745","8169","8425327211","5.102","3006.10.90","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8477689208","8170","8432527640","5.102","9021.10.10","20",1,"N","0","30","150","120","150","03/12/2024"
"8477752984","8171","8431323177","5.102","3006.10.90","0",1,"N","0","0","129","149","129","03/12/2024"
"8477756031","8172","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8477756267","8172","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8477783606","8173","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8477787776","8173","8430466104","5.102","3004.90.99","0",1,"N","0","0","269","269","269","03/12/2024"
"8477889792","8173","8461038469","5.102","3001.90.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8478275061","8173","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8478447733","8174","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8478776009","8175","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8478870004","8176","8425327198","5.102","3004.90.99","5",1,"N","0","23.95","479","455.05","479","03/12/2024"
"8478871301","8176","8431630591","5.102","3006.10.90","5",2,"N","0","9.9","198","188.1","99","03/12/2024"
"8479217924","8177","8425327211","5.102","3006.10.90","5",5,"N","0","42.25","845","802.75","169","03/12/2024"
"8479220409","8177","8425327198","5.102","3004.90.99","5",5,"N","0","119.75","2395","2275.25","479","03/12/2024"
"8480541225","8178","8425327198","5.102","3004.90.99","0",1,"N","0","0","359.25","359.25","359.25","03/12/2024"
"8480690065","8179","8425327198","5.102","3004.90.99","0",1,"N","0","0","359.25","359.25","359.25","03/12/2024"
"8480959995","8180","8425297430","5.102","9018.20.90","0",1,"N","0","0","6300","6300","6300","03/12/2024"
"8480961994","8181","8425327198","5.102","3004.90.99","5",2,"N","0","47.9","958","910.1","479","03/12/2024"
"8480962564","8181","8425327211","5.102","3006.10.90","5",2,"N","0","16.9","338","321.1","169","03/12/2024"
"8481087885","8182","8461038465","5.102","3001.90.90","0",2,"N","0","0","330","350","165","03/12/2024"
"8481594284","8183","8431630591","5.102","3006.10.90","30",5,"N","0","148.5","495","346.5","99","03/12/2024"
"8481596529","8183","8431628815","5.102","3004.90.99","30",3,"N","0","377.1","1257","879.9","419","03/12/2024"
"8481663611","8184","8425297430","6.108","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8481702140","8185","8425327211","5.102","3006.10.90","0",3,"N","0","0","480","480","160","03/12/2024"
"8481702238","8185","8425327198","5.102","3004.90.99","0",3,"N","0","0","1365","1365","455","03/12/2024"
"8481891064","8186","8425327211","5.102","3006.10.90","0",3,"N","0","0","507","507","169","03/12/2024"
"8481922460","8187","8461038484","5.102","3001.90.90","0",1,"N","0","0","210","210","210","03/12/2024"
"8481923098","8187","8425327211","5.102","3006.10.90","0",1,"N","0","0","160.44","160.44","160.44","03/12/2024"
"8481952957","8188","8431498677","5.102","9018.20.90","0",1,"N","0","0","4529","4529","4529","03/12/2024"
"8481964802","8189","8431592121","5.102","3006.10.90","0",1,"N","0","0","282","282","282","03/12/2024"
"8482017958","8190","8425327198","5.102","3004.90.99","0",1,"N","0","0","359.25","359.25","359.25","03/12/2024"
"8482045497","8191","8431790039","5.102","9021.10.10","0",1,"N","0","0","42","57","42","03/12/2024"
"8482130616","8192","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8482131025","8192","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8482132723","8193","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8482132827","8193","8425327211","5.102","3006.10.90","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8482432370","8194","8431323167","5.102","3006.10.90","0",1,"N","0","0","282","297","282","03/12/2024"
"8482450064","8195","8431592146","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8482715382","8196","8431592137","5.102","3004.90.99","0",1,"N","0","0","169","189","169","03/12/2024"
"8482715976","8197","8425327211","5.102","3006.10.90","0",2,"N","0","0","338","338","169","03/12/2024"
"8482716318","8197","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8482747465","8198","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8482779439","8199","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8482859720","8200","8431323177","5.102","3006.10.90","0",1,"N","0","0","129","139","129","03/12/2024"
"8482974552","8201","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8482974962","8201","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8484001312","8203","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8484002283","8204","8425297430","5.102","9018.20.90","0",1,"N","0","0","6153.2","6153.2","6153.2","03/12/2024"
"8484002591","8205","8425297430","5.102","9018.20.90","0",1,"N","0","0","5537","5537","5537","03/12/2024"
"8484003449","8206","8425297430","5.102","9018.20.90","0",1,"N","0","0","5537","5537","5537","03/12/2024"
"8484396029","8207","8431592146","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8484396225","8207","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8484449339","8208","8431790039","5.102","9021.10.10","0",5,"N","0","0","168","168","33.6","03/12/2024"
"8484462395","8209","8431553243","5.102","3006.10.90","0",1,"N","0","0","195","210","195","03/12/2024"
"8484537302","8210","8431323177","5.102","3006.10.90","0",5,"N","0","0","645","645","129","03/12/2024"
"8484579365","8211","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8484580116","8211","8431628815","5.102","3004.90.99","0",1,"N","0","0","419","419","419","03/12/2024"
"8484582600","8211","8461038484","5.102","3001.90.90","0",1,"N","0","0","210","210","210","03/12/2024"
"8484594050","8212","8431592137","5.102","3004.90.99","20",3,"N","0","101.4","507","428.8","169","03/12/2024"
"8484594386","8212","8431323177","5.102","3006.10.90","20",2,"N","0","51.6","258","218.2","129","03/12/2024"
"8484620618","8213","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8484623741","8214","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8484642106","8215","8431498674","5.102","9018.20.90","0",1,"N","0","0","5832","5832","5832","03/12/2024"
"8484784039","8216","8431663452","5.102","3306.90.00","0",1,"N","0","0","160","160","160","03/12/2024"
